extension;numero;type;nom;titre;cout vert;cout jaune;cout rouge;defense;attaque;trait;effet;nom personnage;caracteristique1;caracteristique2;caracteristique3;caracteristique4
Avatar;AME209;chamber;AME209.bmp;Burnning in Exile;2;;;6;5;;Effet 350;prince zuko;bull;spirit;shadow;firebender
Avatar;AME209v;chamber;AME209v.bmp;Night of Flames;;;;9;7;;;prince zuko;bull;spirit;shadow;firebender
Avatar;AME210;chamber;AME210.bmp;Burnning in Exile;2;;;6;5;;Effet 350;prince zuko;bull;spirit;shadow;firebender
Avatar;AME210v;chamber;AME210v.bmp;Immolating Spiral;;;;7;4;;Effet 349;prince zuko;bull;spirit;shadow;firebender
Avatar;AME211;chamber;AME211.bmp;Burnning in Exile;2;;;6;5;;Effet 350;prince zuko;bull;spirit;shadow;firebender
Avatar;AME211v;chamber;AME211v.bmp;Burning Spire;1;;;6;7;;Effet 351;prince zuko;bull;spirit;shadow;firebender
Avatar;AME212;chamber;AME212.bmp;Firecrackers;;;;5;5;;Effet 156;uncle iroh;fox;mind;shadow;firebender
Avatar;AME212v;chamber;AME212v.bmp;Smokescreen;1;;;8;7;;Effet 352;uncle iroh;fox;mind;shadow;firebender
Avatar;AME213;chamber;AME213.bmp;Firecrackers;;;;5;5;;Effet 156;uncle iroh;fox;mind;shadow;firebender
Avatar;AME213v;chamber;AME213v.bmp;Smokescreen;1;;;8;7;;Effet 352;uncle iroh;fox;mind;shadow;firebender
Avatar;AME214;chamber;AME214.bmp;Firecrackers;;;;5;5;;Effet 156;uncle iroh;fox;mind;shadow;firebender
Avatar;AME214v;chamber;AME214v.bmp;Suppressing Fire;;;;5;7;;Effet 353;uncle iroh;fox;mind;shadow;firebender
Avatar;AME215;chamber;AME215.bmp;Unchained;2;;;6;6;;Effet 354;uncle iroh;fox;mind;shadow;firebender
Avatar;AME215v;chamber;AME215v.bmp;Smokescreen;1;;;8;7;;Effet 352;uncle iroh;fox;mind;shadow;firebender
Avatar;AME216;chamber;AME216.bmp;Unchained;2;;;6;6;;Effet 354;uncle iroh;fox;mind;shadow;firebender
Avatar;AME216v;chamber;AME216v.bmp;Suppressing Fire;;;;5;7;;Effet 353;uncle iroh;fox;mind;shadow;firebender
Avatar;AME217;chamber;AME217.bmp;Unchained;2;;;6;6;;Effet 354;uncle iroh;fox;mind;shadow;firebender
Avatar;AME217v;chamber;AME217v.bmp;Rain of Fire;;1;;6;5;;Effet 355;uncle iroh;fox;mind;shadow;firebender
Avatar;AME218;chamber;AME218.bmp;Reaping Wind;;;;7;4;;;afiko;lion;spirit;dark;airbender
Avatar;AME218v;chamber;AME218v.bmp;Suffocating Void;;;;7;7;;Effet 356;afiko;lion;spirit;dark;airbender
Avatar;AME219;chamber;AME219.bmp;Reaping Wind;;;;7;4;;;afiko;lion;spirit;dark;airbender
Avatar;AME219v;chamber;AME219v.bmp;Suffocating Void;;;;7;7;;Effet 356;afiko;lion;spirit;dark;airbender
Avatar;AME220;chamber;AME220.bmp;Reaping Wind;;;;7;4;;;afiko;lion;spirit;dark;airbender
Avatar;AME220v;chamber;AME220v.bmp;Storms Without End;;1;;6;7;;Effet 357;afiko;lion;spirit;dark;airbender
Avatar;AME221;chamber;AME221.bmp;Tornado Punch;1;;;5;6;;Effet 358;afiko;lion;spirit;dark;airbender
Avatar;AME221v;chamber;AME221v.bmp;Suffocating Void;;;;7;7;;Effet 356;afiko;lion;spirit;dark;airbender
Avatar;AME222;chamber;AME222.bmp;Tornado Punch;1;;;5;6;;Effet 358;afiko;lion;spirit;dark;airbender
Avatar;AME222v;chamber;AME222v.bmp;Storms Without End;;1;;6;7;;Effet 357;afiko;lion;spirit;dark;airbender
Avatar;AME223;chamber;AME223.bmp;Tornado Punch;1;;;5;6;;Effet 358;afiko;lion;spirit;dark;airbender
Avatar;AME223v;chamber;AME223v.bmp;Dark Tempest;1;;;9;6;;Effet 359;afiko;lion;spirit;dark;airbender
Avatar;AME224;chamber;AME224.bmp;No Mercy for the Weak;;;;5;4;;Effet 360;commander zhao;bull;mind;dark;firebender
Avatar;AME224v;chamber;AME224v.bmp;Open Fire!;1;;;6;6;;Effet 361;commander Zhao;bull;mind;dark;firebender
Avatar;AME225;chamber;AME225.bmp;No Mercy for the Weak;;;;5;4;;Effet 360;commander zhao;bull;mind;dark;firebender
Avatar;AME225v;chamber;AME225v.bmp;Open Fire!;1;;;6;6;;Effet 361;commander Zhao;bull;mind;dark;firebender
Avatar;AME226;chamber;AME226.bmp;No Mercy for the Weak;;;;5;4;;Effet 360;commander zhao;bull;mind;dark;firebender
Avatar;AME226v;chamber;AME226v.bmp;Roaring Sphere;;;;7;6;;Effet 362;commander Zhao;bull;mind;dark;firebender
Avatar;AME227;chamber;AME227.bmp;Fiery Lash;;;1;6;6;;Effet 324;commander Zhao;bull;mind;dark;firebender
Avatar;AME227v;chamber;AME227v.bmp;Open Fire!;1;;;6;6;;Effet 361;commander Zhao;bull;mind;dark;firebender
Avatar;AME228;chamber;AME228.bmp;Fiery Lash;;;1;6;6;;Effet 324;commander Zhao;bull;mind;dark;firebender
Avatar;AME228v;chamber;AME228v.bmp;Roaring Sphere;;;;7;6;;Effet 362;commander Zhao;bull;mind;dark;firebender
Avatar;AME229;chamber;AME229.bmp;Fiery Lash;;;1;6;6;;Effet 324;commander Zhao;bull;mind;dark;firebender
Avatar;AME229v;chamber;AME229v.bmp;Agni Kai;;1;;6;6;;Effet 363;commander Zhao;bull;mind;dark;firebender
Avatar;AME230;chamber;AME230.bmp;Gutwrencher;;;;6;2;;Effet 159;kinto;fox;body;dark;waterbender
Avatar;AME230v;chamber;AME230v.bmp;Splash Rockets;;;;6;7;;Effet 2;kinto;fox;body;dark;waterbender
Avatar;AME231;chamber;AME231.bmp;Gutwrencher;;;;6;2;;Effet 159;kinto;fox;body;dark;waterbender
Avatar;AME231v;chamber;AME231v.bmp;Splash Rockets;;;;6;7;;Effet 2;kinto;fox;body;dark;waterbender
Avatar;AME232;chamber;AME232.bmp;Gutwrencher;;;;6;2;;Effet 159;kinto;fox;body;dark;waterbender
Avatar;AME232v;chamber;AME232v.bmp;Avalanche;;;;8;6;;Effet 364;kinto;fox;body;dark;waterbender
Avatar;AME233;chamber;AME233.bmp;Steam Blast;1;;;8;0;;Effet 66;kinto;fox;body;dark;waterbender
Avatar;AME233v;chamber;AME233v.bmp;Splash Rockets;;;;6;7;;Effet 2;kinto;fox;body;dark;waterbender
Avatar;AME234;chamber;AME234.bmp;Steam Blast;1;;;8;0;;Effet 66;kinto;fox;body;dark;waterbender
Avatar;AME234v;chamber;AME234v.bmp;Avalanche;;;;8;6;;Effet 364;kinto;fox;body;dark;waterbender
Avatar;AME235;chamber;AME235.bmp;Steam Blast;1;;;8;0;;Effet 66;kinto;fox;body;dark;waterbender
Avatar;AME235v;chamber;AME235v.bmp;High Seas;;2;;12;0;;Effet 66;kinto;fox;body;dark;waterbender
Avatar;APR001;advantage;APR001.bmp;appa's wild ride;;1;;;;;Effet 278;;;;;
Avatar;APR002;strike;APR002.bmp;sokka's mettle;;1;1;5;5;;Effet 279;;;;;
Avatar;FPR001;chamber;FPR001.bmp;Airball Practice;1;;;5;5;;Effet 323;air cannon aang;fox;spirit;light;airbender
Avatar;FPR001v;chamber;FPR001v.bmp;Air Cannon Riposte;;1;;6;8;;;air cannon aang;fox;spirit;light;airbender
Avatar;FPR002;chamber;FPR002.bmp;Target Practice;;;;6;5;;Effet 324;fire blast zuko;bull;spirit;shadow;firebender
Avatar;FPR002v;chamber;FPR002v.bmp;Fire Blast Snap-Kick;;;;7;7;;Effet 325;fire blast zuko;bull;spirit;shadow;firebender
Avatar;FPR003;chamber;FPR003.bmp;Geyser Kick;;;;6;4;;Effet 326;ice attack aang;fox;spirit;light;waterbender
Avatar;FPR003v;chamber;FPR003v.bmp;Icehammer;1;;;8;7;;Effet 327;ice attack aang;fox;spirit;light;waterbender
Pirates;PDC001;strike;PDC001.bmp;a woman's touch;;2;;6;5;bull;Effet 365;;;;;;
Pirates;PDC002;strike;PDC002.bmp;branch out;2;;;5;1;bull;Effet 141;;;;;;
Pirates;PDC003;strike;PDC003.bmp;brazen defiance;2;1;;5;3;bull;Effet 139;;;;;;
Pirates;PDC004;strike;PDC004.bmp;brutes from the deep;1;;1;6;3;bull;Effet 366;;;;;;
Pirates;PDC005;strike;PDC005.bmp;command the waves;2;1;1;7;6;bull;Effet 367;;;;;;
Pirates;PDC006;strike;PDC006.bmp;drop anchor;1;2;1;8;6;bull;Effet 368;;;;;;
Pirates;PDC007;strike;PDC007.bmp;hunted down;2;;1;8;3;bull;Effet 369;;;;;;
Pirates;PDC008;strike;PDC008.bmp;knockout;2;1;;5;4;bull;Effet 370;;;;;;
Pirates;PDC009;strike;PDC009.bmp;lesson of the lash;2;;;4;4;bull;Effet 371;;;;;;
Pirates;PDC010;strike;PDC010.bmp;looks can kill;3;;1;7;1;bull;Effet 348;;;;;;
Pirates;PDC011;strike;PDC011.bmp;no pain in the afterlife;2;1;;5;5;bull;Effet 372;;;;;;
Pirates;PDC012;strike;PDC012.bmp;overwhelm;;1;;3;5;bull;Effet 373;;;;;;
Pirates;PDC013;strike;PDC013.bmp;ramming speed;2;2;;5;6;bull;Effet 374;;;;;;
Pirates;PDC014;strike;PDC014.bmp;set ablaze;1;2;;7;4;bull;Effet 375;;;;;;
Pirates;PDC015;strike;PDC015.bmp;st. elmo's fire;1;1;;4;5;bull;Effet 376;;;;;;
Pirates;PDC016;strike;PDC016.bmp;strangling grip;3;;;4;4;bull;Effet 150;;;;;;
Pirates;PDC018;strike;PDC018.bmp;taking out the trash;1;1;1;6;6;bull;Effet 377;;;;;;
Pirates;PDC020;strike;PDC020.bmp;you will serve;;1;1;6;5;bull;Effet 378;;;;;;
Pirates;PDC021;strike;PDC021.bmp;aye eye;1;;1;7;4;fox;Effet 379;;;;;;
Pirates;PDC022;strike;PDC022.bmp;beat to the quick;1;1;1;5;6;fox;Effet 380;;;;;;
Pirates;PDC023;strike;PDC023.bmp;blade and bullet;2;1;1;7;6;fox;Effet 381;;;;;;
Pirates;PDC024;strike;PDC024.bmp;cannibal spear;2;1;;5;5;fox;Effet 382;;;;;;
Pirates;PDC025;strike;PDC025.bmp;disarm;;1;;4;1;fox;Effet 383;;;;;;
Pirates;PDC026;strike;PDC026.bmp;for britain!;1;;1;4;6;fox;Effet 384;;;;;;
Pirates;PDC027;strike;PDC027.bmp;forceful persuasion;1;1;1;6;6;fox;Effet 385;;;;;;
Pirates;PDC028;strike;PDC028.bmp;hammerfall;2;;;4;3;fox;Effet 54;;;;;;
Pirates;PDC029;strike;PDC029.bmp;hot potato;2;1;;6;3;fox;Effet 157;;;;;;
Pirates;PDC031;strike;PDC031.bmp;incoming!;2;;;5;2;fox;Effet 386;;;;;;
Pirates;PDC032;strike;PDC032.bmp;jailbreak;;2;1;6;7;fox;Effet 387;;;;;;
Pirates;PDC033;strike;PDC033.bmp;look before you leap;;2;;5;5;fox;Effet 388;;;;;;
Pirates;PDC034;strike;PDC034.bmp;looking for trouble;1;;1;5;5;fox;Effet 389;;;;;;
Pirates;PDC035;strike;PDC035.bmp;martial law;2;;1;8;3;fox;Effet 390;;;;;;
Pirates;PDC036;strike;PDC036.bmp;permission to come aboard;2;;1;5;7;fox;Effet 391;;;;;;
Pirates;PDC037;strike;PDC037.bmp;short fuse;1;1;1;8;4;fox;Effet 392;;;;;;
Pirates;PDC038;strike;PDC038.bmp;simple stickup;1;2;;7;4;fox;Effet 393;;;;;;
Pirates;PDC039;strike;PDC039.bmp;taking the pearl;1;1;;4;5;fox;Effet 394;;;;;;
Pirates;PDC040;strike;PDC040.bmp;you cheated!;;2;;6;5;fox;Effet 395;;;;;;
Pirates;PDC041;strike;PDC041.bmp;berserk parrot;1;1;;5;2;lion;Effet 66;;;;;;
Pirates;PDC042;strike;PDC042.bmp;cornered;3;1;;5;6;lion;Effet 396;;;;;;
Pirates;PDC043;strike;PDC043.bmp;devil's own;1;;1;7;4;lion;Effet 397;;;;;;
Pirates;PDC044;strike;PDC044.bmp;direct hit;1;1;1;5;5;lion;Effet 398;;;;;;
Pirates;PDC045;strike;PDC045.bmp;fire at will;2;;;4;2;lion;Effet 399;;;;;;
Pirates;PDC046;strike;PDC046.bmp;grim determination;1;1;;4;4;lion;Effet 400;;;;;;
Pirates;PDC047;strike;PDC047.bmp;hand to hand;2;;;4;3;lion;Effet 401;;;;;;
Pirates;PDC048;strike;PDC048.bmp;left hanging;3;;1;6;6;lion;Effet 402;;;;;;
Pirates;PDC049;strike;PDC049.bmp;lower the boom;2;1;1;7;6;lion;Effet 179;;;;;;
Pirates;PDC050;strike;PDC050.bmp;over a barrel;;2;;6;5;lion;Effet 179;;;;;;
Pirates;PDC051;strike;PDC051.bmp;path of destruction;;;2;6;7;lion;Effet 179;;;;;;
Pirates;PDC052;strike;PDC052.bmp;pirate justice;;2;;7;2;lion;Effet 403;;;;;;
Pirates;PDC053;strike;PDC053.bmp;return the favor;1;2;1;8;5;lion;Effet 401;;;;;;
Pirates;PDC054;strike;PDC054.bmp;rifle crash;1;;1;6;4;lion;Effet 178;;;;;;
Pirates;PDC055;strike;PDC055.bmp;share the wealth;2;1;;6;3;lion;Effet 404;;;;;;
Pirates;PDC056;strike;PDC056.bmp;sharp retort;2;1;;4;5;lion;Effet 405;;;;;;
Pirates;PDC057;strike;PDC057.bmp;skeletal skewer;;1;;3;3;lion;Effet 406;;;;;;
Pirates;PDC058;strike;PDC058.bmp;stick a fork in 'im;2;;1;8;1;lion;Effet 407;;;;;;
Pirates;PDC059;strike;PDC059.bmp;suffer no fools;2;1;;6;4;lion;Effet 408;;;;;;
Pirates;PDC060;strike;PDC060.bmp;up the side;1;;1;5;5;lion;Effet 409;;;;;;
Pirates;PDC061;strike;PDC061.bmp;bar room brawl;;1;;4;4;;Effet 410;;;;;;
Pirates;PDC062;strike;PDC062.bmp;crazed leap;;2;1;8;2;;Effet 191;;;;;;
Pirates;PDC063;strike;PDC063.bmp;crossed swords;;2;;6;1;;Effet 411;;;;;;
Pirates;PDC064;strike;PDC064.bmp;cutlass slash;;3;;4;6;;Effet 412;;;;;;
Pirates;PDC065;strike;PDC065.bmp;down the barrel;1;1;;4;2;;Effet 413;;;;;;
Pirates;PDC066;strike;PDC066.bmp;dueling with death;1;;;2;2;;Effet 166;;;;;;
Pirates;PDC067;strike;PDC067.bmp;easy mark;5;;;6;6;;;;;;;;
Pirates;PDC068;strike;PDC068.bmp;give chase;1;2;;5;5;;Effet 414;;;;;;
Pirates;PDC069;strike;PDC069.bmp;good night, captain;1;;1;7;1;;;;;;;;
Pirates;PDC070;strike;PDC070.bmp;higher ground;1;;;3;4;;Effet 118;;;;;;
Pirates;PDC071;strike;PDC071.bmp;hit the deck;;1;;1;7;;Effet 191;;;;;;
Pirates;PDC072;strike;PDC072.bmp;incendiary shot;;;1;4;5;;;;;;;;
Pirates;PDC073;strike;PDC073.bmp;know the ropes;3;;;5;4;;;;;;;;
Pirates;PDC074;strike;PDC074.bmp;moonlight ambush;2;1;;5;5;;Effet 415;;;;;;
Pirates;PDC075;strike;PDC075.bmp;one shot;3;;;3;6;;Effet 416;;;;;;
Pirates;PDC076;strike;PDC076.bmp;proper leverage;2;1;1;7;4;;Effet 417;;;;;;
Pirates;PDC077;strike;PDC077.bmp;quite a fall;2;1;;5;5;;Effet 418;;;;;;
Pirates;PDC078;strike;PDC078.bmp;thrown overboard;2;1;;6;4;;;;;;;;
Pirates;PDC079;strike;PDC079.bmp;walk the plank;2;;1;6;4;;Effet 419;;;;;;
Pirates;PDC080;strike;PDC080.bmp;wipeout;1;1;1;7;2;;Effet 150;;;;;;
Pirates;PDC081;advantage;PDC081.bmp;cold blooded;1;;;;;body;Effet 420;;;;;;
Pirates;PDC082;advantage;PDC082.bmp;dangerous boneheads;1;;;;;body;Effet 168;;;;;;
Pirates;PDC083;advantage;PDC083.bmp;hatchet job;1;;;;;body;Effet 421;;;;;;
Pirates;PDC084;advantage;PDC084.bmp;hot blooded;1;;;;;body;Effet 422;;;;;;
Pirates;PDC085;advantage;PDC085.bmp;parley;1;;;;;body;Effet 423;;;;;;
Pirates;PDC086;advantage;PDC086.bmp;pressed into service;1;;;;;body;Effet 388;;;;;;
Pirates;PDC087;advantage;PDC087.bmp;pulley pendulum;;1;;;;body;Effet 424;;;;;;
Pirates;PDC088;advantage;PDC088.bmp;reel them in;;1;;;;body;Effet 425;;;;;;
Pirates;PDC089;advantage;PDC089.bmp;scorched sails;2;;;;;body;Effet 426;;;;;;
Pirates;PDC090;advantage;PDC090.bmp;utter despair;;1;;;;body;Effet 427;;;;;;
Pirates;PDC091;advantage;PDC091.bmp;blade maiden;;1;;;;mind;Effet 428;;;;;;
Pirates;PDC092;advantage;PDC092.bmp;bloody pirates;1;;;;;mind;Effet 278;;;;;;
Pirates;PDC093;advantage;PDC093.bmp;captain's choice;;1;;;;mind;Effet 429;;;;;;
Pirates;PDC094;advantage;PDC094.bmp;caught unawares;1;;;;;mind;Effet 430;;;;;;
Pirates;PDC095;advantage;PDC095.bmp;drafted;1;;;;;mind;Effet 431;;;;;;
Pirates;PDC096;advantage;PDC096.bmp;incognito;1;1;;;;mind;Effet 432;;;;;;
Pirates;PDC097;advantage;PDC097.bmp;monkey business;1;;;;;mind;Effet 433;;;;;;
Pirates;PDC098;advantage;PDC098.bmp;ready for anything;1;;;;;mind;Effet 434;;;;;;
Pirates;PDC099;advantage;PDC099.bmp;royal conscription;2;;;;;mind;Effet 435;;;;;;
Pirates;PDC100;advantage;PDC100.bmp;sinister plans;;1;;;;mind;Effet 436;;;;;;
Pirates;PDC101;advantage;PDC101.bmp;boarding action;2;;;;;spirit;Effet 437;;;;;;
Pirates;PDC102;advantage;PDC102.bmp;claimed by the depths;;1;;;;spirit;Effet 438;;;;;;
Pirates;PDC103;advantage;PDC103.bmp;cursed fires;1;;;;;spirit;Effet 439;;;;;;
Pirates;PDC104;advantage;PDC104.bmp;desperate times;1;;;;;spirit;Effet 440;;;;;;
Pirates;PDC105;advantage;PDC105.bmp;final negotiations;;1;;;;spirit;Effet 441;;;;;;
Pirates;PDC106;advantage;PDC106.bmp;finders keepers;1;;;;;spirit;Effet 442;;;;;;
Pirates;PDC107;advantage;PDC107.bmp;keelhaul;;;1;;;spirit;Effet 443;;;;;;
Pirates;PDC108;advantage;PDC108.bmp;last meal;;1;;;;spirit;Effet 444;;;;;;
Pirates;PDC109;advantage;PDC109.bmp;one good deed;2;;;;;spirit;Effet 445;;;;;;
Pirates;PDC110;advantage;PDC110.bmp;under the blade;1;;;;;spirit;Effet 446;;;;;;
Pirates;PDC111;advantage;PDC111.bmp;capsize;;1;;;;;Effet 447;;;;;;
Pirates;PDC112;advantage;PDC112.bmp;evasive action;;1;;;;;Effet 4;;;;;;
Pirates;PDC113;advantage;PDC113.bmp;hiding place;1;;;;;;Effet 179;;;;;;
Pirates;PDC114;advantage;PDC114.bmp;improvised tactics;;1;;;;;Effet 7;;;;;;
Pirates;PDC115;advantage;PDC115.bmp;kindle and char;1;1;;;;;Effet 449;;;;;;
Pirates;PDC116;advantage;PDC116.bmp;not by choice;1;;;;;;Effet 450;;;;;;
Pirates;PDC117;advantage;PDC117.bmp;prison escape;1;;;;;;Effet 451;;;;;;
Pirates;PDC118;advantage;PDC118.bmp;rumrunner's island;1;;;;;;Effet 452;;;;;;
Pirates;PDC119;advantage;PDC119.bmp;x marks the spot;1;;;;;;Effet 453;;;;;;
Pirates;PDC120;teamwork;PDC120.bmp;gillette;1;;;;;light;Effet 454;;;;;;
Pirates;PDC121;teamwork;PDC121.bmp;jackson hill;1;;;;;light;Effet 455;;;;;;
Pirates;PDC122;teamwork;PDC122.bmp;james norrington;1;1;;;;light;Effet 456;;;;;;
Pirates;PDC123;teamwork;PDC123.bmp;jeremiah hampton;;1;;;;light;Effet 457;;;;;;
Pirates;PDC124;teamwork;PDC124.bmp;lord cutler beckett;;;1;;;light;Effet 458;;;;;;
Pirates;PDC125;teamwork;PDC125.bmp;rachel darling;;1;;;;light;Effet 459;;;;;;
Pirates;PDC126;teamwork;PDC126.bmp;weatherby swann;1;;;;;light;Effet 460;;;;;;
Pirates;PDC127;teamwork;PDC127.bmp;cannibal warrior;1;;;;;shadow;Effet 461;;;;;;
Pirates;PDC128;teamwork;PDC128.bmp;elizabeth swann;2;;;;;shadow;Effet 462;;;;;;
Pirates;PDC129;teamwork;PDC129.bmp;jack sparrow;;1;;;;shadow;Effet 544;;;;;
Pirates;PDC130;teamwork;PDC130.bmp;joshamee gibbs;1;;;;;shadow;Effet 463;;;;;;
Pirates;PDC131;teamwork;PDC131.bmp;marty;;;1;;;shadow;Effet 464;;;;;;
Pirates;PDC132;teamwork;PDC132.bmp;tia dalma;;1;;;;shadow;Effet 465;;;;;;
Pirates;PDC133;teamwork;PDC133.bmp;will turner;;1;;;;shadow;Effet 466;;;;;;
Pirates;PDC134;teamwork;PDC134.bmp;bootstrap bill;1;;;;;dark;Effet 467;;;;;;
Pirates;PDC135;teamwork;PDC135.bmp;captain barbossa;;;1;;;dark;Effet 468;;;;;;
Pirates;PDC136;teamwork;PDC136.bmp;davy jones;;1;;;;dark;Effet 469;;;;;;
Pirates;PDC137;teamwork;PDC137.bmp;greenbeard;;;1;;;dark;Effet 470;;;;;;
Pirates;PDC138;teamwork;PDC138.bmp;jimmy legs;;1;;;;dark;Effet 471;;;;;;
Pirates;PDC139;teamwork;PDC139.bmp;pintel and ragetti;1;;;;;dark;Effet 472;;;;;;
Pirates;PDC140;teamwork;PDC140.bmp;sepahook;1;;;;;dark;Effet 473;;;;;;
Pirates;PDC141;teamwork;PDC141.bmp;catherine blades;;1;;;;;Effet 474;;;;;;
Pirates;PDC142;teamwork;PDC142.bmp;cotton's parrot;;1;;;;;Effet 475;;;;;;
Pirates;PDC143;teamwork;PDC143.bmp;j. bennie;;;1;;;;Effet 476;;;;;;
Pirates;PDC144;teamwork;PDC144.bmp;jack the monkey;1;;;;;;Effet 477;;;;;;
Pirates;PDC145;strike;PDC145.bmp;broadside;;1;;4;4;boat;Effet 478;;;;;;
Pirates;PDC146;strike;PDC146.bmp;hard to starboard;1;1;;4;5;boat;Effet 479;;;;;;
Pirates;PDC147;strike;PDC147.bmp;overtake;2;;;3;6;boat;Effet 480;;;;;;
Pirates;PDC148;strike;PDC148.bmp;run aground;1;1;1;7;4;boat;Effet 478;;;;;;
Pirates;PDC149;strike;PDC149.bmp;ship's graveyard;2;1;;6;4;boat;Effet 481;;;;;;
Pirates;PDC150;strike;PDC150.bmp;waylay;4;;;6;3;boat;Effet 211;;;;;;
Pirates;PDC151;strike;PDC151.bmp;weather gauge;2;;1;5;6;boat;Effet 482;;;;;;
Pirates;PDC152;strike;PDC152.bmp;grapples away!;2;;;5;1;sword;Effet 483;;;;;;
Pirates;PDC153;strike;PDC153.bmp;nasty dagger;;2;1;6;6;sword;Effet 484;;;;;;
Pirates;PDC154;strike;PDC154.bmp;not a sound;2;;1;5;6;sword;Effet 485;;;;;;
Pirates;PDC155;strike;PDC155.bmp;paired blades;;2;;7;2;sword;Effet 486;;;;;;
Pirates;PDC156;strike;PDC156.bmp;rope ride;2;;;3;6;sword;Effet 487;;;;;;
Pirates;PDC157;strike;PDC157.bmp;sneak aboard;2;1;;5;5;sword;Effet 488;;;;;;
Pirates;PDC158;strike;PDC158.bmp;splinters and swords;;2;;4;6;sword;Effet 489;;;;;;
Pirates;PDC159;strike;PDC159.bmp;chain shot;3;;1;7;5;canon;Effet 490;;;;;;
Pirates;PDC160;strike;PDC160.bmp;give them a taste;;2;;5;4;canon;Effet 490;;;;;;
Pirates;PDC161;strike;PDC161.bmp;hail of fire;;1;;3;6;canon;Effet 491;;;;;;
Pirates;PDC162;strike;PDC162.bmp;hull breach;;2;1;6;7;canon;Effet 492;;;;;;
Pirates;PDC163;strike;PDC163.bmp;parting shot;2;1;;6;4;canon;Effet 493;;;;;;
Pirates;PDC164;strike;PDC164.bmp;ready the long nines;1;;1;6;3;canon;Effet 494;;;;;;
Pirates;PDC165;strike;PDC165.bmp;through the smoke;1;1;;4;5;canon;Effet 495;;;;;;
Pirates;PDC166;advantage;PDC166.bmp;british justice;1;;;;;;Effet 496;lord beckett;;;;;
Pirates;PDC167;advantage;PDC167.bmp;dangerous beauty;;;1;;;;Effet 497;elizabeth swann;;;;;
Pirates;PDC168;advantage;PDC168.bmp;forged fury;1;;1;;;;Effet 498;will turner;;;;;
Pirates;PDC169;advantage;PDC169.bmp;majesty of the deep;1;1;;;;;Effet 499;davy jones;;;;;
Pirates;PDC170;advantage;PDC170.bmp;pirate's life for me;1;;;;;;Effet 500;pintel and ragetti;;;;;
Pirates;PDC171;advantage;PDC171.bmp;royal decree;2;;;;;;Effet 501;commodore norrington;;;;;
Pirates;PDC172;advantage;PDC172.bmp;sword dance;2;;;;;;Effet 502;rachel darling;;;;;
Pirates;PDC173;advantage;PDC173.bmp;terrify;2;;;;;;Effet 503;greenbeard;;;;;
Pirates;PDC174;advantage;PDC174.bmp;treasure hunt;1;;;;;;Effet 504;captain barbossa;;;;;
Pirates;PDC175;advantage;PDC175.bmp;and really bad eggs;1;;;;;;Effet 505;jack sparrow;;;;;
Pirates;PDC176;chamber;PDC176.bmp;easy pickings;;;;6;4;;Effet 506;captain barbossa;lion;mind;dark;boat;
Pirates;PDC176v;chamber;PDC176v.bmp;doublecross;;;;9;6;;Effet 507;captain barbossa;lion;mind;dark;boat;
Pirates;PDC177;chamber;PDC177.bmp;easy pickings;;;;6;4;;Effet 506;captain barbossa;lion;mind;dark;boat;
Pirates;PDC177v;chamber;PDC177v.bmp;doublecross;;;;9;6;;Effet 507;captain barbossa;lion;mind;dark;boat;
Pirates;PDC178;chamber;PDC178.bmp;easy pickings;;;;6;4;;Effet 506;captain barbossa;lion;mind;dark;boat;
Pirates;PDC178v;chamber;PDC178v.bmp;skeleton crew;1;;;5;5;;Effet 508;captain barbossa;lion;mind;dark;boat;
Pirates;PDC179;chamber;PDC179.bmp;frightfully outclassed;;;;5;5;;Effet 509;captain barbossa;lion;mind;dark;boat;
Pirates;PDC179v;chamber;PDC179v.bmp;doublecross;;;;9;6;;Effet 507;captain barbossa;lion;mind;dark;boat;
Pirates;PDC180;chamber;PDC180.bmp;frightfully outclassed;;;;5;5;;Effet 509;captain barbossa;lion;mind;dark;boat;
Pirates;PDC180v;chamber;PDC180v.bmp;skeleton crew;1;;;5;5;;Effet 508;captain barbossa;lion;mind;dark;boat;
Pirates;PDC181;chamber;PDC181.bmp;frightfully outclassed;;;;5;5;;Effet 509;captain barbossa;lion;mind;dark;boat;
Pirates;PDC181v;chamber;PDC181v.bmp;curse of undeath;;1;;7;7;;Effet 510;captain barbossa;lion;mind;dark;boat;
Pirates;PDC182;chamber;PDC182.bmp;spoils of war;;;;5;5;;Effet 511;commodore norrington;lion;spirit;light;canon;
Pirates;PDC182v;chamber;PDC182v.bmp;under duress;1;;;6;7;;Effet 512;commodore norrington;lion;spirit;light;canon;
Pirates;PDC183;chamber;PDC183.bmp;spoils of war;;;;5;5;;Effet 511;commodore norrington;lion;spirit;light;canon;
Pirates;PDC183v;chamber;PDC183v.bmp;under duress;1;;;6;7;;Effet 512;commodore norrington;lion;spirit;light;canon;
Pirates;PDC184;chamber;PDC184.bmp;spoils of war;;;;5;5;;Effet 511;commodore norrington;lion;spirit;light;canon;
Pirates;PDC184v;chamber;PDC184v.bmp;commodore's command;;;;7;6;;Effet 513;commodore norrington;lion;spirit;light;canon;
Pirates;PDC185;chamber;PDC185.bmp;party's over. scum;;;;6;6;;Effet 514;commodore norrington;lion;spirit;light;canon;
